Station,OS X,OS Y,Latitude,Longitude,Zone
Holborn,530553,181488,51.5172357493,-0.1198260976,1
Holland Park,524564,180215,51.5071465087,-0.2065433713,2
Holloway Road,530930,185457,51.5528161167,-0.1129212759,2
Homerton,536108,184901,51.5465954508,-0.038497928,2
Honor Oak Park,536002,174221,51.4506482457,-0.0441387322,3
Hornchurch,553931,186274,51.5543550822,0.2189414181,6
Hornsey,530911,189202,51.5864748647,-0.1118012064,3
Hounslow,513902,174998,51.4625048615,-0.3617818637,5
Hounslow Central,513592,175928,51.4709258103,-0.3659437342,4
Hounslow East,514327,176254,51.4737079375,-0.355260926,4
Hounslow West,512215,176140,51.4731057626,-0.385693233,5
Hoxton,533582,183142,51.5313916213,-0.0755712329,1/2
Hyde Park Corner,528330,179801,51.5025840309,-0.1524597088,1
Ickenham,508127,185811,51.5608251071,-0.4415650894,6
Ilford,543501,186501,51.5591422326,0.068699614,4
Imperial Wharf,526299,176674,51.4749389489,-0.1828231083,2
Island Gardens,538228,178432,51.4879500889,-0.0104789025,2
Isleworth,515570,176430,51.4750374645,-0.3373143688,4
Kenley,532400,160100,51.3246003243,-0.1012053633,6
Kennington,531660,178337,51.4886624707,-0.1050562126,2
Kensal Green,523241,182784,51.5305242412,-0.2246989701,2
Kensal Rise,523501,183201,51.5342150912,-0.2208065635,2
Kensington (Olympia),524324,179178,51.4978797245,-0.2103648387,2
Kent House,535999,170000,51.4127176643,-0.0458011762,4
Kentish Town,529029,185096,51.5500095384,-0.1404568437,2
Kentish Town West,528603,184700,51.546547987,-0.1467419908,2
Kenton,516833,188304,51.581496322,-0.3152024366,4
Kew Bridge,518898,178172,51.4900046509,-0.2888320936,3
Kew Gardens,519173,176708,51.4767891708,-0.2853666145,3/4
Kidbrooke,540999,175697,51.4626901839,0.0283146318,3
Kilburn,524589,184644,51.54694446,-0.2046183,2
Kilburn High Road,525553,183591,51.5372677641,-0.1910986896,2
Kilburn Park,525361,183349,51.5351355602,-0.1939516417,2
King George V,543231,180135,51.5020085992,0.0622206189,3
King's Cross,530312,182991,51.5307982055,-0.1227420073,1
Kings Cross St. Pancras,530236,182935,51.5303124769,-0.1238577156,1
Kingsbury,519361,188739,51.5848765507,-0.2785871772,4
Kingston,518244,169549,51.4126418007,-0.3011266634,6
Knightsbridge,527765,179650,51.5013549168,-0.1606500813,1
Knockholt,548499,162896,51.3457519227,0.1308453948,6
Ladbroke Grove,524284,181328,51.5172106987,-0.2101837627,2
Ladywell,537716,174884,51.4561921369,-0.0192300105,3
Lambeth North,531165,179489,51.4991299591,-0.111753857,1
Lancaster Gate,526711,180796,51.5118909641,-0.1754155205,1
Langdon Park,537807,181863,51.5188839397,-0.0151993886,2
Latimer Road,523789,180954,51.5139581247,-0.2174452573,2
Lee,540002,174197,51.4494585177,0.0133790809,3
Leicester Square,529987,180812,51.5112911968,-0.1282277396,1
Lewisham,538163,175863,51.4648807142,-0.0124183075,2/3
Leyton,538295,186244,51.5581322705,-0.0064509088,3
Leyton Midland Road,538150,187490,51.5693642398,-0.0080519211,3
Leytonstone,539345,187429,51.5685222874,0.009154878,3/4
Leytonstone High Road,539298,186903,51.5638073426,0.0082688934,3
Limehouse,536150,181087,51.5123121678,-0.0393656694,2
Liverpool Street,533160,181596,51.5175982739,-0.0822352123,1
London Bridge,532937,180152,51.5046743576,-0.0859911923,1
London City Airport,542231,180294,51.5036896578,0.047887121,3
London Fields,534795,184212,51.5407188477,-0.0576852691,2
Loughborough Junction,531902,175897,51.4666789119,-0.1024829476,2
Loughton,542314,195641,51.6415704704,0.0552935283,6
Lower Sydenham,536831,171372,51.4248468461,-0.0333159607,4
Maida Vale,525967,182792,51.529995079,-0.1854182331,2
Malden Manor,521101,166497,51.3846095675,-0.2611060483,4
Manor House,532074,187482,51.5707471515,-0.0956705495,2/3
Manor Park,541929,185757,51.5528543439,0.0457382912,3/4
Mansion House,532347,180962,51.5120917612,-0.0941832495,1
Marble Arch,527875,181056,51.5139655107,-0.1585568075,1
Maryland,539175,184881,51.5456682698,0.005696073,3
Marylebone,527510,181985,51.522396688,-0.1634781524,1
Maze Hill,539194,177909,51.4830136556,0.0032192959,3
Mile End,536577,182545,51.5253109739,-0.0326516719,2
Mill Hill Broadway,521300,191900,51.612871158,-0.2495226285,4
Mill Hill East,524057,191460,51.6083166699,-0.2098812743,4
Mitcham Eastfields,528488,169323,51.4083839282,-0.1539873432,3
Mitcham Junction,528292,167611,51.3930425867,-0.1574222729,4
Monument,532907,180814,51.510630426,-0.0861739059,1
Moor Park,508563,193509,51.6299307181,-0.4328985823,6/7
Moorgate,532688,181677,51.5184371494,-0.0890032776,1
Morden,525664,168563,51.402185985,-0.1948376081,4
Morden South,525301,167900,51.3963077216,-0.2002871903,4
Mornington Crescent,529193,183359,51.5343622339,-0.1387299346,2
Mortlake,520458,175779,51.4681679684,-0.2671889197,3
Motspur Park,522581,167724,51.3953196554,-0.2394253745,4
Mottingham,542600,173197,51.4398249699,0.0503385877,4
Mudchute,537908,178789,51.4912361866,-0.0149455432,2
Neasden,521415,185422,51.5546277472,-0.2501006238,3
New Barnet,526502,195996,51.6485367906,-0.1729552626,5
New Beckenham,536718,170463,51.4167055525,-0.0352905711,4
New Cross,536750,177110,51.4764294186,-0.0322644145,2
New Cross Gate,536250,176967,51.4752649325,-0.0395146553,2
New Eltham,544005,172999,51.437690651,0.0704590032,4
New Malden,521392,168612,51.4035559376,-0.2562037322,4
New Southgate,528672,192218,51.6140936836,-0.1429953356,4
Newbury Park,544947,188378,51.5756383443,0.090317586,4
Norbiton,519424,169495,51.4119093853,-0.2841855713,5
Norbury,530650,169690,51.4111885174,-0.1227850254,3
North Acton,520831,181937,51.5234324588,-0.2597151162,2/3
North Dulwich,532950,174567,51.4544818189,-0.0879042906,2/3
North Ealing,518816,181243,51.5176223238,-0.2889791428,3
North Greenwich,539168,179827,51.5002551516,0.0036006636,2/3
North Harrow,513540,188578,51.584631343,-0.3626185624,5
North Sheen,519132,175442,51.4654196459,-0.2863830734,3
North Wembley,517663,186198,51.5623963284,-0.3039337954,4
Northfields,517051,179296,51.5004917086,-0.3150504144,3
Northolt,513228,184519,51.5482129457,-0.3684261762,5
Northolt Park,513829,185579,51.5576190949,-0.359419774,5
Northwick Park,516634,187967,51.5785087266,-0.3181849629,4
Northwood,509236,191441,51.6112136623,-0.4238233475,6
Northwood Hills,510267,190305,51.6008026951,-0.4092969219,6
Norwood Junction,534001,168193,51.3969543308,-0.0751954845,4
Notting Hill Gate,525296,180481,51.5093753599,-0.1959072111,1/2
Nunhead,535293,175975,51.4665799902,-0.0536653487,2
Oakleigh Park,527001,194800,51.637676383,-0.1661805187,4
Oakwood,529349,195968,51.6476379762,-0.1318390887,5
Old Street,532764,182474,51.5255814819,-0.0876085453,1
Orpington,545500,165900,51.3735200358,0.0890432662,6
Osterley,514529,177094,51.4812168528,-0.3520816978,4
Oval,531108,177516,51.4814126138,-0.1133066773,2
Oxford Circus,529102,181227,51.5152234192,-0.1408217621,1
Paddington,526680,181185,51.5153938065,-0.1757223428,1
Palmers Green,530925,192798,51.618786761,-0.1102580581,4
Park Royal,519074,182274,51.5268340546,-0.284914505,3
Parsons Green,525029,176645,51.4749601768,-0.2011100959,2
Peckham Rye,534152,176271,51.4695113728,-0.0699691584,2
Penge East,535374,170791,51.4199753551,-0.0544808855,4
Penge West,534952,170567,51.418062935,-0.0606313859,4
Perivale,516404,183270,51.5363418604,-0.3230560063,4
Petts Wood,544440,167548,51.3885989812,0.0744943992,5
Piccadilly Circus,529612,180625,51.5096967645,-0.1336971897,1
Pimlico,529711,178386,51.4895528779,-0.1330938573,1
Pinner,512233,189409,51.5923617244,-0.3812093569,5
Plaistow,540058,183305,51.5312883323,0.0177950563,3
Plumstead,544803,178820,51.4897924136,0.0843140177,4
Ponders End,536097,195599,51.642730695,-0.0345106549,5
Pontoon Dock,541226,180102,51.502216211,0.0333401126,3
Poplar,537698,180603,51.5075880721,-0.0172610865,2
Preston Road,518260,187292,51.5721037639,-0.2949575855,4
Prince Regent,541215,180905,51.5094345451,0.0335029814,3
Pudding Mill Lane,537930,183585,51.5343278554,-0.0127540967,2/3
Purley,531500,161497,51.3373635675,-0.1135991644,6
Purley Oaks,532503,162594,51.3469893515,-0.0988009767,6
Putney,523992,175061,51.4609525566,-0.2165889815,2/3
Putney Bridge,524476,175842,51.4678653627,-0.2093510226,2
Queens Park,524612,183239,51.5343126752,-0.2047837342,2
Queens Road Peckham,535015,176825,51.4742847158,-0.0573405825,2
Queensbury,518802,189728,51.5938830101,-0.2863171635,4
Queenstown Road,528763,176738,51.4749591447,-0.1473409156,2
Queensway,525883,180615,51.5104492554,-0.1874054954,1
Radlett,516375,199856,51.6854133103,-0.3179731707,
Rainham,552097,182099,51.5173404913,0.1907063853,6
Ravensbourne,538699,170201,51.413870379,-0.0069234382,4
Ravenscourt Park,522558,178711,51.494068009,-0.2359548307,2
Rayners Lane,512979,187538,51.5753967774,-0.3710463858,5
Raynes Park,523206,169303,51.4093753732,-0.2298985635,4
Rectory Road,534001,186199,51.5587634846,-0.0683712417,2
Redbridge,541833,188371,51.5763669113,0.0454084725,4
Reedham,530835,160821,51.3314417277,-0.1233882729,6
Regents Park,528765,182174,51.5238106905,-0.145329999,1
Richmond,518072,175174,51.4632329223,-0.3017247413,4
Rickmansworth,505717,194605,51.6403230722,-0.4736701358,7
Riddlesdown,532497,161001,51.3326748426,-0.0994793155,6
Roding Valley,541612,192882,51.6169564401,0.0440406484,4
Romford,551377,188455,51.5746415688,0.1830697002,6
Rotherhithe,535239,179870,51.5015945108,-0.0529518915,2
Royal Albert,542029,180823,51.5084938636,0.0451915522,3
Royal Oak,525764,181485,51.5182943753,-0.1888092635,2
Royal Victoria,540139,180833,51.5090552323,0.0179798199,3
Ruislip,509510,187102,51.5721619722,-0.4212204991,6
Ruislip Gardens,510367,185763,51.5599602279,-0.4092796881,5
Ruislip Manor,510088,187258,51.5734516247,-0.4128349271,6
Russell Square,530207,182122,51.5230130529,-0.1245757861,1
Sanderstead,532855,162743,51.3482462646,-0.0936941432,6
Selhurst,532993,167636,51.3921857804,-0.0898846665,4
Seven Kings,545401,187095,51.5639933394,0.0963339994,4
Seven Sisters,533646,188927,51.5833621684,-0.0724523921,3
Shadwell,534936,180942,51.5113001617,-0.0569047991,2
Shepherds Bush,523741,179904,51.5045321773,-0.2185047537,2
Shepherds Bush Market,523121,180039,51.5058807355,-0.2273860872,2
Shoreditch High Street,533501,182258,51.5234668279,-0.0770730129,1
Shortlands,539399,169300,51.4056023659,0.0027819192,4
Sidcup,546300,172698,51.4343984444,0.1033297429,5
Silver Street,533544,192472,51.6152424864,-0.0725753007,4
Slade Green,552250,176584,51.4677476312,0.1905327817,6
Sloane Square,528080,178657,51.4923597829,-0.1564744555,1
Smitham,530098,159802,51.3224529692,-0.1343327085,6
Snaresbrook,540161,188828,51.5808912706,0.0214783578,4
South Acton,520166,179279,51.499685861,-0.2702008033,3
South Bermondsey,535156,178319,51.4876766215,-0.0547404207,2
South Croydon,532896,164358,51.3627502088,-0.0925030019,5
South Ealing,517605,179437,51.5016440579,-0.3070258402,3
South Hampstead,526425,184081,51.541476869,-0.1783567825,2
South Harrow,514334,186376,51.5646802111,-0.3518795464,5
South Kensington,526865,178817,51.4940713864,-0.1739086206,1
South Kenton,517350,187153,51.5710444868,-0.3081285506,4
South Merton,524917,168662,51.4032405799,-0.2055359274,4
South Quay,537636,179853,51.5008636082,-0.018446288,2
South Ruislip,511080,185437,51.556890351,-0.3991014882,5
South Tottenham,533697,188599,51.5804025945,-0.0718415268,3
South Wimbledon,525828,170033,51.4153607329,-0.1919601685,3/4
South Woodford,540577,190026,51.5915526124,0.0279575117,4
Southall,512620,179804,51.5059569576,-0.3786967838,4
Southbury,534803,196199,51.6484337313,-0.0529688592,5
Southfields,524730,173291,51.4448833383,-0.2065949986,3
Southgate,529675,194278,51.6323758634,-0.127755601,4
Southwark,531566,180025,51.5038536329,-0.1057805339,1
St Helier,525408,167191,51.3899121875,-0.1990002222,4
St James Street,536402,188694,51.5806086676,-0.0327901318,3
St Johns,537400,176298,51.4689752971,-0.0232262672,2
St Margarets,516732,174250,51.4552060302,-0.3213098578,4
St Mary Cray,546698,168298,51.3947593942,0.1072322709,6
St Pancras,530122,182959,51.5305544166,-0.1254913679,1
St. James's Park,529629,179503,51.4996098103,-0.1338643511,1
St. Johns Wood,526742,183352,51.5348544317,-0.1740504251,2
St. Pauls,532105,181261,51.5148353074,-0.0975565916,1
